,Name,Sector,Sharpe,Risk
IPGP,IPG Photonics Corporation,Technology,4.703710900707937,0.01734453014542591
IPHS,"Innophos Holdings, Inc.",Consumer Durables,1.1574661090914657,0.020949848822212017
IPKW,PowerShares International BuyBack Achievers Portfolio,n/a,2.7829003353367496,0.024624738810445312
IPWR,Ideal Power Inc.,Energy,-0.7139538278363665,0.0458160311309876
IPXL,"Impax Laboratories, Inc.",Health Care,-0.17864553611671188,0.05393798127276266
IRBT,iRobot Corporation,Consumer Durables,1.6065039289585883,0.029945638671174037
IRCP,IRSA Propiedades Comerciales S.A.,Consumer Services,0.04184834381371607,0.004552109294194052
IRDM,Iridium Communications Inc,Consumer Durables,1.1632166828345238,0.023449331446988114
IRIX,IRIDEX Corporation,Health Care,-0.9458185933351685,0.021913683074297696
IRMD,iRadimed Corporation,Health Care,0.04739558835106564,0.03273027908656647
IROQ,"IF Bancorp, Inc.",Finance,0.36502272193399043,0.009750218388460935
IRWD,"Ironwood Pharmaceuticals, Inc.",Health Care,0.18005433308752777,0.02380378218560719
ISBC,"Investors Bancorp, Inc.",Finance,0.7859107077671865,0.012390358607071316
ISCA,International Speedway Corporation,Consumer Services,0.7370948642237541,0.01397079487319952
ISHG,iShares 1-3 Year International Treasury Bond ETF,n/a,0.1339120821468603,0.021261811309410347
ISIG,"Insignia Systems, Inc.",Consumer Services,-0.6434758111338829,0.03264438196877133
ISM,Navient Corporation,Finance,-0.48726933290829516,0.01527905351180468
ISNS,"Image Sensing Systems, Inc.",Capital Goods,-0.21589984302099896,0.0341013227937118
ISRG,"Intuitive Surgical, Inc.",Health Care,2.570483394433097,0.012191663439775199
ISRL,"Isramco, Inc.",Energy,0.7464454302364176,0.02510788343961991
ISSC,"Innovative Solutions and Support, Inc.",Technology,36.17171438632098,0.0006943776847587411
ISTB,iShares Core 1-5 Year USD Bond ETF,n/a,0.8293013934057317,0.003987730145756955
ISTR,Investar Holding Corporation,Finance,2.443687235432147,0.01575732771171223
ITCI,Intra-Cellular Therapies Inc.,Health Care,-0.03370958113553636,0.04460463248388215
ITEK,Inotek Pharmaceuticals Corporation,Health Care,-0.6055139912643049,0.07786124165693775
ITEQ,ETF Managers Trust BlueStar TA-BIGITech Israel Technology ETF,n/a,2.2616023294636998,0.029524207841912106
ITI,"Iteris, Inc.",Consumer Durables,2.34044125508066,0.027798202358831136
ITIC,Investors Title Company,Finance,2.5775391958229905,0.022539857659987162
ITRI,"Itron, Inc.",Capital Goods,1.487406690221077,0.015795714598773238
ITRN,Ituran Location and Control Ltd.,Consumer Non-Durables,3.150830134281383,0.010538485711512105
ITUS,ITUS Corporation,Miscellaneous,-0.23772807700244994,0.11769609131176748
IUSB,iShares Core Total USD Bond Market ETF,n/a,0.2853600542495299,0.008967278061336013
IUSG,iShares Core S&P U.S. Growth ETF,n/a,3.3926246428229776,0.01725291452475231
IUSV,iShares Core S&P U.S. Value ETF,n/a,1.942922204801369,0.0240178819500448
IVAC,"Intevac, Inc.",Technology,0.6143112201524941,0.03159737754327365
IVENC,Ivy NextShares,n/a,-0.4711359562688296,0.07934746703259093
IVFGC,Ivy NextShares,n/a,3.980173955581607,0.016749589003306826
IVFVC,Ivy NextShares,n/a,1.1700195719425528,0.025850946029691062
IVTY,"Invuity, Inc.",Health Care,-0.409444772965013,0.047271796894042206
IXUS,iShares Core MSCI Total International Stock ETF,n/a,2.918916047397817,0.019550631659335592
IXYS,IXYS Corporation,Technology,2.0634464609776852,0.03236713482140619
IZEA,IZEA Inc.,Consumer Services,0.03581530368347973,0.07820144413892396
JACK,Jack In The Box Inc.,Consumer Services,0.4137817655256452,0.01383191318007199
JAKK,"JAKKS Pacific, Inc.",Consumer Non-Durables,-1.2048036700573268,0.03934875207388387
JASN,"Jason Industries, Inc.",Consumer Durables,-0.23030329196609406,0.041579298384812086
JASO,"JA Solar Holdings, Co., Ltd.",Technology,-0.610567450557803,0.020838791692808965
JAZZ,Jazz Pharmaceuticals plc,Health Care,0.33409400300940567,0.01769225471482016
JBHT,"J.B. Hunt Transport Services, Inc.",Transportation,1.6587114572644406,0.011567403760817947
JBLU,JetBlue Airways Corporation,Transportation,0.24294384392522866,0.017919567683435736
JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Non-Durables,1.2496017105516286,0.020437088678123667
JCOM,"j2 Global, Inc.",Technology,0.6360225971953173,0.014924495789560323
JCS,"Communications Systems, Inc.",Public Utilities,-0.08943551434839507,0.029194809256076867
JCTCF,Jewett-Cameron Trading Company,Consumer Services,0.2837402763437083,0.02854468179648586
JD,"JD.com, Inc.",Consumer Services,0.5247368464643858,0.017545938246506215
JJSF,J & J Snack Foods Corp.,Consumer Non-Durables,0.6978196111059175,0.010754014143957071
JKHY,"Jack Henry & Associates, Inc.",Technology,2.0562326328422085,0.008154704308860634
JKI,iShares Morningstar Mid-Cap ETF,n/a,1.5187501279320645,0.028609214907103504
JMBA,"Jamba, Inc.",Consumer Services,-0.6411872994997053,0.0172961330693667
JMU,JMU Limited,Technology,-0.4792128313086689,0.047085991028676964
JNP,"Juniper Pharmaceuticals, Inc.",Health Care,-0.5837113798515559,0.025386967611792394
JOBS,"51job, Inc.",Technology,0.7518317696858685,0.012797136865288829
JOUT,Johnson Outdoors Inc.,Consumer Non-Durables,2.2527333919313848,0.027338701628938474
JRJC,China Finance Online Co. Limited,Finance,-0.8471517209413656,0.024274612671319216
JRVR,"James River Group Holdings, Ltd.",Finance,1.712262011585365,0.012722500917841412
JSM,Navient Corporation,Finance,0.05524230488334368,0.036552505035024
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,n/a,2.533830187842288,0.023818383984433623
JSML,Janus Henderson Small Cap Growth Alpha ETF,n/a,2.033386585470498,0.02756223997673953
JSYN,Jensyn Acquistion Corp.,Finance,0.6569424410700203,0.0030175578385249094
JTPY,JetPay Corporation,Finance,-0.5060767846194176,0.052247635064145925
JUNO,"Juno Therapeutics, Inc.",Health Care,0.6137664063207297,0.04328723518559911
JVA,"Coffee Holding Co., Inc.",Consumer Non-Durables,-0.6272015555826542,0.018474783234265303
JXSB,Jacksonville Bancorp Inc.,Finance,0.32472736088860876,0.0210855653051558
JYNT,The Joint Corp.,Miscellaneous,1.8713559651371232,0.035152874030981204
KALU,Kaiser Aluminum Corporation,Capital Goods,0.9635943958346445,0.01729446405560359
KALV,"KalVista Pharmaceuticals, Inc.",Health Care,-0.14863989634494867,0.045757381121873254
KANG,"iKang Healthcare Group, Inc.",Health Care,-1.1586667211121848,0.015169877995358991
KBAL,"Kimball International, Inc.",Consumer Durables,2.1767472767582587,0.016984083338012098
KBSF,KBS Fashion Group Limited,Consumer Non-Durables,-0.03252308594931243,0.19733301493115296
KBWB,PowerShares KBW Bank Portfolio,n/a,2.0095200085013545,0.0609260328795947
KBWD,PowerShares KBW High Dividend Yield Financial Portfolio,n/a,1.708639949091379,0.03253104213350293
KBWP,PowerShares KBW Property & Casualty Insurance Portfolio,n/a,1.7905370797918658,0.02806764425848442
KBWR,PowerShares KBW Regional Banking Portfolio,n/a,1.115050700771007,0.07302075978701143
KBWY,PowerShares KBW Premium Yield Equity REIT Portfolio,n/a,1.0302834683876787,0.03438106223692181
KCAP,"KCAP Financial, Inc.",n/a,1.2726567235189499,0.012662837004599393
KE,"Kimball Electronics, Inc.",Technology,2.189167290515387,0.017473670276582955
KELYA,"Kelly Services, Inc.",Technology,1.4496036927461469,0.014953612931752914
KELYB,"Kelly Services, Inc.",Technology,0.27611982890922204,0.05449013409641593
KEQU,Kewaunee Scientific Corporation,Capital Goods,1.4137382914777958,0.018769845058851597
KERX,"Keryx Biopharmaceuticals, Inc.",Health Care,0.6079113939855528,0.034872897048929444
KEYW,The KEYW Holding Corporation,Technology,-0.8008551042077074,0.028415605877592693
KFFB,Kentucky First Federal Bancorp,Finance,1.147964945468472,0.017663858955536023
KFRC,"Kforce, Inc.",Technology,0.03507926879430199,0.020638591577278046
KGJI,Kingold Jewelry Inc.,Miscellaneous,-0.07184579287536266,0.03535445598374132
KHC,The Kraft Heinz Company,Consumer Non-Durables,-0.3723688700499439,0.011864781078337586
KIN,"Kindred Biosciences, Inc.",Health Care,0.7747347605223828,0.03668842989825944
KINS,"Kingstone Companies, Inc",Finance,2.6694304022566673,0.019989122009771407
KIRK,"Kirkland&#39;s, Inc.",Consumer Services,0.004056557609651395,0.0331226854396985
KLAC,KLA-Tencor Corporation,Capital Goods,2.155164186305232,0.014638108950765625
KLIC,"Kulicke and Soffa Industries, Inc.",Technology,3.2316177953067275,0.013020712158891222
KLXI,KLX Inc.,Capital Goods,1.889361540903695,0.017442326900369093
KMDA,Kamada Ltd.,Health Care,2.3676541655511496,0.01736936332829909
KMPH,"KemPharm, Inc.",Health Care,-0.030499996531174342,0.043972202403300464
KNDI,"Kandi Technologies Group, Inc.",Capital Goods,-0.8577447402463,0.0291375346823295
KNSL,"Kinsale Capital Group, Inc.",Finance,3.312394603600365,0.019590496220078846
KONA,"Kona Grill, Inc.",Consumer Services,-0.9081605518670386,0.052933857516458176
KONE,Kingtone Wirelessinfo Solution Holding Ltd,Technology,0.15136510811860077,0.18566261565660658
KOOL,Cesca Therapeutics Inc.,Capital Goods,0.1446277236389923,0.05282272555926213
KOPN,Kopin Corporation,Technology,1.7276234036983764,0.03589020028456695
KOSS,Koss Corporation,Consumer Non-Durables,-0.5336540562810782,0.03546046819503624
KPTI,Karyopharm Therapeutics Inc.,Health Care,0.09009467424508293,0.041281660876133344
KRMA,Global X Conscious Companies ETF,n/a,2.7230507449419097,0.01933266700207073
KRNT,Kornit Digital Ltd.,Capital Goods,1.8262941380634927,0.026649196574569108
KRNY,Kearny Financial,Finance,0.6436881620365265,0.012666567955886054
KTCC,Key Tronic Corporation,Technology,-0.4839163343199492,0.015108867620562079
KTEC,"Key Technology, Inc.",Technology,2.01800596147258,0.026217206123444994
KTOS,"Kratos Defense & Security Solutions, Inc.",Capital Goods,2.076727449542054,0.02965362081282337
KTOV,Kitov Pharmaceuticals Holdings Ltd.,Health Care,-0.9043699085299512,0.032557039751289214
KTWO,"K2M Group Holdings, Inc.",Health Care,0.7163614361647496,0.020979002663303888
KURA,"Kura Oncology, Inc.",Health Care,1.2382793644817955,0.07357931520577206
KVHI,"KVH Industries, Inc.",Technology,0.7086566607886159,0.028448838350346978
KWEB,KraneShares CSI China Internet ETF,n/a,1.9082218021262123,0.05940523074048213
LABL,Multi-Color Corporation,Miscellaneous,1.297774970876402,0.013593128128508634
LAKE,"Lakeland Industries, Inc.",Health Care,1.2916401890063833,0.023938463473344645
LALT,PowerShares Multi-Strategy Alternative Portfolio,n/a,-2.12131972876246,0.007385362071564674
LAMR,Lamar Advertising Company,Consumer Services,0.5717692195640708,0.011018204743949241
LANC,Lancaster Colony Corporation,Consumer Non-Durables,-0.23579312359242513,0.01436504793753004
LAND,Gladstone Land Corporation,Consumer Services,2.1503311601418775,0.014663730724383138
LARK,Landmark Bancorp Inc.,Finance,0.8978563292553269,0.014623304722409863
LAWS,"Lawson Products, Inc.",Consumer Durables,0.9235999466582422,0.028547862304776614
LAYN,Layne Christensen Company,Basic Industries,1.2922212642226512,0.025188839788861144
LBAI,"Lakeland Bancorp, Inc.",Finance,2.0618201525012103,0.016961001952078458
LBIX,Leading Brands Inc,Consumer Non-Durables,-0.20467811844127468,0.05701012485353308
LBRDA,Liberty Broadband Corporation,Consumer Services,1.8584200603203902,0.013616905013725455
LBRDK,Liberty Broadband Corporation,Consumer Services,1.9084444870380213,0.01303062143654651
LBTYA,Liberty Global plc,Consumer Services,0.2073057546004614,0.017876917733047542
LBTYB,Liberty Global plc,Consumer Services,0.6015517212804208,0.02764533372329634
LBTYK,Liberty Global plc,Consumer Services,0.24758096642428795,0.01608564531837368
LCA,"Landcadia Holdings, Inc.",Finance,0.43857969644074674,0.005238404375644111
LCNB,LCNB Corporation,Finance,0.44329831221464877,0.025703212052725327
LCUT,"Lifetime Brands, Inc.",Capital Goods,1.1774881914459543,0.02933041094677979
LDRI,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio,n/a,1.1969266573880646,0.003274854701796522
LE,"Lands&#39; End, Inc.",Consumer Services,-0.3293754874766633,0.029032806734588967
LECO,"Lincoln Electric Holdings, Inc.",Technology,2.155348414920061,0.014401587142457154
LEDS,SemiLEDS Corporation,Technology,0.0395181523355918,0.12933468541601983
LENS,Presbia PLC,Health Care,-0.4685489793843825,0.03197832549880817
LFUS,"Littelfuse, Inc.",Consumer Durables,2.361125492654984,0.015302476589239706
LFVN,Lifevantage Corporation,Health Care,-0.7464339476019755,0.04283659394221567
LGCY,Legacy Reserves LP,Energy,0.23596723766345695,0.0446948967381248
LGIH,"LGI Homes, Inc.",Capital Goods,1.1946187744161751,0.024261515667322552
LGND,Ligand Pharmaceuticals Incorporated,Health Care,1.426929037084864,0.01688252489499958
LHCG,LHC Group,Health Care,2.6727305589512733,0.02011423996136641
LIFE,"aTyr Pharma, Inc.",Health Care,0.7491961054388591,0.054950949286846455
LILA,Liberty Global plc,Consumer Services,-0.8241267716676578,0.023482376014056224
LILAK,Liberty Global plc,Consumer Services,-0.8882651350843757,0.023341726088108285
LINC,Lincoln Educational Services Corporation,Consumer Services,0.14728578428556666,0.031157450092766315
LIND,Lindblad Expeditions Holdings Inc. ,Consumer Services,0.7668785676210802,0.015967063389814955
LINK,"Interlink Electronics, Inc.",Technology,-0.3515631788049204,0.05964528633129759
LION,Fidelity Southern Corporation,Finance,1.0496555651491881,0.018370232210275558
LITE,Lumentum Holdings Inc.,Consumer Durables,0.6484521530466221,0.03396701173532683
LIVE,Live Ventures Incorporated,Finance,0.028498089916003767,0.04094667161752727
LIVN,LivaNova PLC,Health Care,-0.30649892375636656,0.01590014302413234
LJPC,La Jolla Pharmaceutical Company,Health Care,0.40910795902295616,0.06166952384539661
LKFN,Lakeland Financial Corporation,Finance,1.4920405652969762,0.015993288836857474
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,n/a,0.2903129666159506,0.02003235084901874
LKQ,LKQ Corporation,Consumer Services,0.4534459587485757,0.011502187607176431
LLEX,"Lilis Energy, Inc.",Energy,0.6126741658580188,0.05405433914141023
LLIT,Lianluo Smart Limited,Health Care,-0.2232286852331081,0.04206374806041472
LLNW,"Limelight Networks, Inc.",Miscellaneous,2.380335487582648,0.032622573066244796
LMAT,"LeMaitre Vascular, Inc.",Health Care,1.9551992257406439,0.030555575435388456
LMB,"Limbach Holdings, Inc.",Basic Industries,0.6374758676083717,0.01959753903916133
LMBS,First Trust Low Duration Opportunities ETF,n/a,2.4562014520546755,0.0022082406487353846
LMFA,"LM Funding America, Inc.",Finance,-0.6502957817358014,0.08584461166624657
LMNR,Limoneira Co,Consumer Non-Durables,0.6807757265795392,0.021633547361839263
LMNX,Luminex Corporation,Health Care,-0.3454776067650575,0.01748706179282344
LMOS,Lumos Networks Corp.,Public Utilities,1.2898105024173456,0.014006029533860825
LMRK,Landmark Infrastructure Partners LP,Consumer Services,0.3088059384717332,0.014858201805373623
LNCE,"Snyder&#39;s-Lance, Inc.",Consumer Non-Durables,0.6214861589772309,0.016855320486792207
LNDC,Landec Corporation,Consumer Non-Durables,-0.11034618079343664,0.02277559622654557
LNGR,Global X Longevity Thematic ETF,n/a,1.3842724130516124,0.0371620439162699
LNTH,"Lantheus Holdings, Inc.",Health Care,1.7819817234132775,0.04263009783564747
LOAN,"Manhattan Bridge Capital, Inc",Consumer Services,-0.2519343661768307,0.02962182222535998
LOB,"Live Oak Bancshares, Inc.",Finance,2.4335786972491946,0.019640941004777732
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Services,0.16536097062322272,0.02010076354820667
LOGI,Logitech International S.A.,Technology,3.052353187952364,0.018851415437124618
LOGM,"LogMein, Inc.",Technology,0.8703789960469182,0.020502056262700664
LONE,Lonestar Resources US Inc.,Energy,-0.9548275410505231,0.04242713345386647
LOPE,"Grand Canyon Education, Inc.",Consumer Services,4.373812264240787,0.01620855787118335
LORL,"Loral Space and Communications, Inc.",Technology,1.4315294538778145,0.013776446708041882
LOXO,"Loxo Oncology, Inc.",Health Care,3.8210356922347835,0.0470492557539451
LPCN,Lipocine Inc.,Health Care,-0.14968288287328838,0.04006169035661501
LPLA,LPL Financial Holdings Inc.,Finance,-0.48414936322678637,0.10596980926658875
LPNT,"LifePoint Health, Inc.",Health Care,-0.18851156294660523,0.01726519984417414
LPSN,"LivePerson, Inc.",Technology,1.5052162381002332,0.03277916382540387
LPTH,"LightPath Technologies, Inc.",Technology,0.8350371347667023,0.040615827566468685
LQDT,"Liquidity Services, Inc.",Miscellaneous,-1.0435200674409684,0.025370904145597686
LRAD,LRAD Corporation,Consumer Non-Durables,0.4010140200503494,0.03309456157817211
LRCX,Lam Research Corporation,Technology,3.699805815155259,0.016592477227791332
LSBK,"Lake Shore Bancorp, Inc.",Finance,1.213549793247286,0.015102264467454447
LSCC,Lattice Semiconductor Corporation,Technology,-0.5107695478823859,0.019166350561076875
LSTR,"Landstar System, Inc.",Transportation,2.2658670044930735,0.013446341060120522
LSXMA,Liberty Media Corporation,Consumer Services,1.4064149982406342,0.013606083945642422
LSXMB,Liberty Media Corporation,Consumer Services,0.49942549614164544,0.036236198958047104
LSXMK,Liberty Media Corporation,Consumer Services,1.4646669365341822,0.013793449398544358
LTBR,Lightbridge Corporation,Consumer Services,-0.3480125153228369,0.05567748574647963
LTEA,Long Island Iced Tea Corp.,Consumer Non-Durables,-0.6284059101588467,0.04046605417172576
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Technology,-0.9405596927410488,0.02982436656338013
LTRPB,"Liberty TripAdvisor Holdings, Inc.",Technology,-0.7886910361330467,0.07175850542271285
LTRX,"Lantronix, Inc.",Technology,0.7801100046642865,0.04607037474513405
LTXB,"LegacyTexas Financial Group, Inc.",Finance,0.7131665477381209,0.018778170163535706
LULU,lululemon athletica inc.,Consumer Non-Durables,-0.6015559794249874,0.020581653358428178
LUNA,Luna Innovations Incorporated,Health Care,0.3278224001874793,0.034391855321220084
LVHD,Legg Mason Low Volatility High Dividend ETF,n/a,2.8066799465534777,0.012743614391752514
LVNTA,Liberty Interactive Corporation,Consumer Services,1.9758250849455787,0.0156679638565303
LVNTB,Liberty Interactive Corporation,Consumer Services,1.421095040810438,0.06438224654676361
LWAY,"Lifeway Foods, Inc.",Consumer Non-Durables,-0.9094610549251485,0.026279342302017658
LXRX,"Lexicon Pharmaceuticals, Inc.",Health Care,-0.8119558149534808,0.027117277197603665
LYTS,LSI Industries Inc.,Consumer Durables,-0.7240943744405431,0.02787967083691284
MACK,"Merrimack Pharmaceuticals, Inc.",Health Care,-1.03727525117098,0.04216936624309632
MAGS,Magal Security Systems Ltd.,Consumer Durables,1.079781670904768,0.025884735249452392
MAMS,"MAM Software Group, Inc.",Technology,0.7040453877267229,0.019788324839365302
MANH,"Manhattan Associates, Inc.",Technology,1.0396449873435567,0.018148698623924677
MANT,ManTech International Corporation,Consumer Services,0.706842791705351,0.01689157728037536
MAR,Marriott International,Consumer Services,3.741490122082759,0.011247559422395772
MARA,"Marathon Patent Group, Inc.",Miscellaneous,-0.47819847790871883,0.11516737966037713
MARK,"Remark Holdings, Inc.",Consumer Services,-0.29068843572247444,0.04097667512179924
MARPS,Marine Petroleum Trust,Energy,0.5952371125622762,0.04662365351986202
MASI,Masimo Corporation,Health Care,1.6447319990174782,0.01747786874077359
MAT,"Mattel, Inc.",Consumer Non-Durables,-1.3354206970197626,0.0222833252632622
MATR,Mattersight Corporation,Technology,-0.5977958875136733,0.0412687214029551
MATW,Matthews International Corporation,Capital Goods,1.9843487713637795,0.021621436131406022
MAYS,"J. W. Mays, Inc.",Consumer Services,0.060013816882645496,0.04458924251054871
MB,"MINDBODY, Inc.",Technology,0.9291318619534106,0.023700487372173798
MBB,iShares MBS ETF,n/a,0.04752890371761302,0.006945248806569245
MBCN,Middlefield Banc Corp.,Finance,1.3737148711119118,0.021018123441022715
MBFI,MB Financial Inc.,Finance,0.9139689095362161,0.014859626608900249
MBII,"Marrone Bio Innovations, Inc.",Basic Industries,-0.43344097447338714,0.0473763439789111
MBOT,Microbot Medical Inc. ,Health Care,-0.599942553851895,0.09407746563491548
MBRX,"Moleculin Biotech, Inc.",Health Care,-0.3338426903134426,0.10871777830745151
MBSD,FlexShares Disciplined Duration MBS Index Fund,n/a,-0.4776423052203423,0.005503631713338075
MBTF,M B T Financial Corp,Finance,1.0656100239790816,0.0206115832719329
MBUU,"Malibu Boats, Inc.",Capital Goods,3.674678965870182,0.019714778244566432
MBVX,"MabVax Therapeutics Holdings, Inc.",Health Care,-0.9918355278366896,0.057463099375329355
MBWM,Mercantile Bank Corporation,Finance,1.2060134274707495,0.018453354805192897
MCBC,Macatawa Bank Corporation,Finance,1.53674978152859,0.013743140249308212
MCEF,First Trust Municipal CEF Income Opportunity ETF,n/a,-0.12875961222224,0.023158699314373435
MCEP,"Mid-Con Energy Partners, LP",Energy,-0.9292999423281222,0.0436020334791612
MCFT,"MCBC Holdings, Inc.",Capital Goods,3.3076255438996514,0.016625522589993662
MCHI,iShares MSCI China ETF,n/a,2.529606164098156,0.036746816323701824
MCHP,Microchip Technology Incorporated,Technology,2.4360464577636476,0.014144192888748052
MCHX,"Marchex, Inc.",Miscellaneous,0.6634620310911877,0.022389992114173835
MCRB,"Seres Therapeutics, Inc.",Health Care,-0.103063650490063,0.0413378356033252
MCRI,"Monarch Casino & Resort, Inc.",Consumer Services,1.9820803902814303,0.01881470752749634
MDCA,MDC Partners Inc.,Technology,2.3908904258738706,0.006458873403375648
MDCO,The Medicines Company,Health Care,-0.17827677541943793,0.028029238259163147
MDGL,"Madrigal Pharmaceuticals, Inc.",Health Care,2.732337613393278,0.04530324774239813
MDGS,Medigus Ltd.,Health Care,-0.6258003368733999,0.09139056748354274
MDIV,First Trust Multi-Asset Diversified Income Index Fund,n/a,1.400358276723791,0.015601555639051162
MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,-0.16095401813883153,0.012581107457585828
MDRX,"Allscripts Healthcare Solutions, Inc.",Technology,0.2887163552547507,0.020917948029442964
MDSO,"Medidata Solutions, Inc.",Technology,1.171392706775749,0.021364628271314363
MDVX,Medovex Corp.,Health Care,-0.26662361524300354,0.045052439657862355
MDWD,MediWound Ltd.,Consumer Durables,-0.35147257604251403,0.027428078478402163
MDXG,"MiMedx Group, Inc",Health Care,1.3526492648089097,0.02797241274633834
MEDP,"Medpace Holdings, Inc.",Health Care,0.23450719320865585,0.02991165377003042
MEET,"The Meet Group, Inc.",Consumer Services,-0.733105392749468,0.03144533169624637
MEIP,"MEI Pharma, Inc.",Health Care,1.0030274346443264,0.03144803324820934
MELI,"MercadoLibre, Inc.",Miscellaneous,2.566514754326066,0.01651406216179055
MELR,"Melrose Bancorp, Inc.",Finance,0.672442081791387,0.02416149808876485
MEOH,Methanex Corporation,Basic Industries,1.2508035368997945,0.021363524897925153
MERC,Mercer International Inc.,Basic Industries,0.9036193697080293,0.01748786861920757
MESO,Mesoblast Limited,Health Care,-0.09028002463216571,0.039002143050951836
MFIN,Medallion Financial Corp.,Finance,-1.1166408394685599,0.036641161949406115
MFNC,Mackinac Financial Corporation,Finance,1.9905297291898334,0.016338453031701936
MFSF,MutualFirst Financial Inc.,Finance,1.6533440275383289,0.0165581698893289
MGCD,MGC Diagnostics Corporation,Health Care,0.8723366444668504,0.026945954864639344
MGEE,MGE Energy Inc.,Energy,1.1431663572953086,0.013401841835420631
MGEN,"Miragen Therapeutics, Inc.",Health Care,0.05218001414543372,0.19296129889569325
MGI,"Moneygram International, Inc.",Miscellaneous,2.9272581931182233,0.025438842907636462
MGIC,Magic Software Enterprises Ltd.,Technology,0.6820254171760558,0.013761121402339585
MGLN,"Magellan Health, Inc.",Health Care,2.0328814081091826,0.019167089550305945
MGNX,"MacroGenics, Inc.",Health Care,-0.711324619998024,0.03595684434108491
MGPI,"MGP Ingredients, Inc.",Consumer Non-Durables,-0.8677242098447961,0.039448185273561025
MGYR,"Magyar Bancorp, Inc.",Finance,0.8646964594392526,0.02243369032302894
MHLD,"Maiden Holdings, Ltd.",Finance,0.4510756148079117,0.015487587348293112
MICT,"Micronet Enertec Technologies, Inc.",Capital Goods,-0.7562959710687605,0.04112432391014708
MIDD,The Middleby Corporation,Technology,2.0253682774032553,0.020577262837185268
MIK,"The Michaels Companies, Inc.",Consumer Services,-0.27676337215492797,0.019827883619667034
MILN,Global X Millennials Thematic ETF,n/a,2.153218451914498,0.018829773161566782
MIND,"Mitcham Industries, Inc.",Technology,0.031061760624761906,0.03472212086780847
MINI,"Mobile Mini, Inc.",Capital Goods,2.0459446753990056,0.03221741701579005
MITK,"Mitek Systems, Inc.",Technology,0.3614743885933717,0.033219626927792734
MITL,Mitel Networks Corporation,Technology,-0.3954588982734344,0.0204505891528002
MKSI,"MKS Instruments, Inc.",Capital Goods,3.368688033939106,0.018741257645321033
MKTX,"MarketAxess Holdings, Inc.",Finance,0.6396359600411706,0.015706197227587933
MLAB,"Mesa Laboratories, Inc.",Capital Goods,0.9741140232096255,0.01817733005482214
MLCO,Melco Resorts & Entertainment Limited,Consumer Services,0.5565907653515687,0.02543001543827582
MLHR,"Herman Miller, Inc.",Consumer Durables,1.1378356459806294,0.016134062761478274
MLNK,"ModusLink Global Solutions, Inc",Miscellaneous,0.583056933084672,0.031147222149806215
MLNX,"Mellanox Technologies, Ltd.",Technology,-0.2098694334623048,0.015692954511824227
MLVF,"Malvern Bancorp, Inc.",Finance,2.837229158702748,0.0154533352874858
MMAC,"MMA Capital Management, LLC",Finance,3.008482724979755,0.009624684039989095
MMLP,Martin Midstream Partners L.P.,Energy,-0.2235182848118195,0.02075488605388675
MMSI,"Merit Medical Systems, Inc.",Health Care,3.1405808686854098,0.017632256043365054
MMYT,MakeMyTrip Limited,Consumer Services,1.802278028139776,0.019206874553010435
MNDO,MIND C.T.I. Ltd.,Technology,1.220969017750635,0.013744584497275206
MNGA,MagneGas Corporation,Technology,-1.033859787197837,0.05686319145125437
MNKD,MannKind Corporation,Health Care,0.4808968382332464,0.08144109301687294
MNOV,"MediciNova, Inc.",Health Care,-0.4396878153546736,0.02569197307761114
MNRO,"Monro, Inc. ",Consumer Services,-0.2279853134219476,0.01951027300522344
MNST,Monster Beverage Corporation,Consumer Non-Durables,0.633287206192128,0.015016646929492736
MNTA,"Momenta Pharmaceuticals, Inc.",Health Care,0.313743325878527,0.03522212616536765
MNTX,"Manitex International, Inc.",Technology,1.3101165974894393,0.031779448540909756
MOBL,"MobileIron, Inc.",Technology,0.9304232250905415,0.04158238384620789
MOFG,"MidWestOne Financial Group, Inc.",Finance,0.7383410693839648,0.015422689009466745
MOMO,Momo Inc.,Technology,2.661566064875673,0.04038947920713464
MORN,"Morningstar, Inc.",Finance,0.6544717674825498,0.010067018901683803
MOSY,"MoSys, Inc.",Technology,-0.4460209547491642,0.12674692361146905
MPAA,"Motorcar Parts of America, Inc.",Capital Goods,0.06654358923407451,0.021966784069128838
MPB,Mid Penn Bancorp,Finance,2.1565991024413793,0.020006373739155432
MPCT,iShares MSCI Global Impact ETF,n/a,2.4762562661190533,0.02126825142991985
MPVD,Mountain Province Diamonds Inc.,Basic Industries,-0.3591608415729997,0.018222295533612338
MPWR,"Monolithic Power Systems, Inc.",Technology,1.7614501611702154,0.01405736804611382
MRCC,Monroe Capital Corporation,n/a,1.356130625641638,0.009570038349994392
MRCY,Mercury Systems Inc,Capital Goods,3.3257681083618804,0.020725884955065877
MRDN,"Meridian Waste Solutions, Inc",Basic Industries,-0.6605887175260449,0.09695067560635455
MRIC,MRI Interventions Inc,n/a,-0.5626904027848518,0.08733252114992866
